age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
44,admin.,single,basic.9y,yes,2725,yes,no,unknown,27,feb,745,2,383,0,other,2.9129545902150724,92.96470053513215,-38.25659838567964,3.1426560776817127,5954.36363304367,yes
27,unemployed,divorced,university.degree,no,1141,yes,no,cellular,29,mar,450,8,383,9,other,0.4058070185831659,97.0822918387438,-17.150558768310056,1.5007449952725989,5907.499356153345,no
59,student,married,primary,no,-40,no,yes,cellular,13,may,152,4,383,4,success,-0.9185646882873995,94.04732773746613,-45.313821226339414,2.025652362738586,5994.719350748891,no
20,entrepreneur,single,high.school,no,4674,no,yes,unknown,19,apr,926,8,383,9,other,2.412859758914207,93.89380690164768,-7.746826317292893,3.6159129459637653,4632.683671206662,yes
33,services,married,tertiary,yes,1373,yes,yes,unknown,6,aug,35,1,-1,3,failure,-1.0562131265542232,90.88764432970872,-45.891587435180426,4.441175263662815,4932.381443674364,no
43,blue-collar,divorced,primary,yes,-219,yes,no,cellular,23,may,997,9,383,3,unknown,-1.8284679698566815,95.90209003061452,-41.595735015592155,1.0678393959692092,4959.786944528268,yes
42,management,married,university.degree,yes,-652,yes,yes,unknown,25,jul,905,6,383,0,success,0.6702298606963217,91.15922048867627,-45.535012970441116,2.2364315492811757,4903.006963893387,no
30,technician,single,university.degree,no,4420,no,no,telephone,26,may,627,6,-1,5,other,-0.07232131474305525,95.65210505351304,-0.8194543701674633,2.4521120228890627,5042.352663318516,no
30,services,married,university.degree,no,3014,no,yes,telephone,30,dec,996,1,383,7,success,2.1794594710995208,98.51160272005198,-18.135378909981526,2.208182357692177,5164.395354996795,yes
52,management,married,professional.course,no,4495,yes,yes,unknown,3,jun,664,7,383,9,failure,1.302602750187595,92.22583169780522,-38.16135348380928,1.7217336222453359,4658.9822542454995,yes
24,blue-collar,single,professional.course,no,1606,yes,no,cellular,16,may,343,2,-1,8,failure,0.15155364854221443,91.17386516818743,-32.59796945538564,1.5861204226840628,5713.030888649525,no
48,self-employed,married,secondary,yes,4450,yes,yes,cellular,2,dec,516,4,383,0,failure,-1.1453650943296303,90.75370696391307,-17.61276823756254,2.2631906824620587,5441.231748068577,no
36,services,divorced,university.degree,no,1426,no,no,telephone,13,jan,775,5,-1,4,unknown,2.474916628086431,99.79523824702959,-42.446920713747105,0.5581919607242375,5627.25230821866,yes
58,self-employed,divorced,basic.9y,no,2416,yes,yes,unknown,10,jul,73,4,-1,2,failure,-0.08630720505043943,93.2405101263042,-13.279878546536565,0.6886857597715628,4574.417608297338,no
39,admin.,married,high.school,no,4613,no,no,telephone,11,feb,19,7,383,9,failure,-1.843219374553463,98.6103754951014,-31.46110957940237,2.014099617094354,5347.3305256958165,yes
41,entrepreneur,single,primary,no,3071,yes,no,cellular,17,mar,462,1,-1,3,other,-0.9571913568709336,97.12898451390136,-14.532700651328213,2.24187012566082,4914.8289411696005,no
51,self-employed,single,high.school,no,3926,no,no,unknown,7,oct,878,7,-1,2,failure,2.989376439287125,92.26040261433937,-24.142241570368668,1.0518732182516666,5977.233817852413,yes
26,technician,single,tertiary,no,941,yes,yes,telephone,4,oct,210,3,-1,0,other,1.071665057519951,91.09276040564492,-30.14539819425127,1.1611150413729876,5097.884553160559,yes
48,entrepreneur,married,primary,yes,4868,yes,no,cellular,7,apr,499,1,-1,2,success,-1.0483992220279676,91.27732838362284,-10.904160010852848,2.892089803611595,5171.643584700729,no
59,self-employed,divorced,basic.9y,yes,3477,yes,yes,telephone,23,oct,893,4,383,1,unknown,1.122247056512757,98.70382083009812,-18.850283179854937,4.858655910037624,5971.016401742398,no
31,blue-collar,divorced,secondary,no,4299,yes,yes,telephone,23,nov,501,4,-1,9,other,-1.228226918110865,97.06451069909927,-15.975168356578592,2.899753300265559,5308.427856114761,no
49,student,divorced,secondary,no,4988,no,no,unknown,5,feb,928,1,383,2,other,1.3133474841223371,92.22269967654675,-3.214059147232824,1.2184106052280954,4843.158886321024,no
56,student,married,basic.9y,yes,1626,no,no,cellular,1,jan,349,6,-1,8,other,0.46550490438913883,95.0972686290983,-19.626791627706346,3.093461384380469,4853.302521845321,yes
40,admin.,married,tertiary,yes,2699,no,yes,telephone,26,feb,199,4,-1,4,other,0.6727436736563384,97.36578381274359,-9.641019551537752,3.813170976305511,5250.245019171799,no
20,unemployed,single,primary,yes,3855,no,no,unknown,19,mar,64,5,-1,3,unknown,0.8467491706514156,92.98892214779966,-45.749884502308234,2.4723588218678403,5343.3657515111245,yes
38,technician,divorced,professional.course,no,-986,yes,yes,unknown,10,may,413,5,-1,5,unknown,-0.9487539881711404,93.40419538953752,-36.99728728201828,3.203432397189396,4809.287687165718,no
45,blue-collar,divorced,primary,no,946,no,no,cellular,24,mar,953,7,383,2,failure,1.6870950385811172,98.17967976069184,-38.64934817614313,1.0606715514522898,4836.001346923712,no
49,technician,single,tertiary,yes,3332,no,no,cellular,1,jul,790,9,383,1,success,1.9914503026602226,96.83428532526679,-38.86625248689423,1.1722561503225812,4525.443428322531,yes
22,student,single,high.school,no,1890,no,no,telephone,7,sep,284,4,383,7,unknown,-2.7936575763624325,98.4655202846046,-47.69802915164139,3.839838492726924,4878.124200823146,yes
59,blue-collar,single,basic.9y,yes,2272,yes,yes,telephone,7,may,219,3,383,8,unknown,1.2719581346020483,93.51472807056267,-48.07922169246136,4.923375533559604,5940.267700494779,yes
58,blue-collar,divorced,basic.9y,no,4674,no,yes,telephone,29,jun,742,5,383,4,other,-0.9889676774384917,90.48326379647996,-28.404002504992064,3.5274357120077626,4698.92824181708,no
42,blue-collar,married,professional.course,no,3404,no,no,unknown,25,may,592,9,-1,6,failure,0.5083619259247332,91.75074283538736,-35.92422043950437,4.858818887569161,4762.7265601799645,no
47,self-employed,divorced,professional.course,yes,4730,yes,no,telephone,24,may,306,3,383,2,other,0.4783628279211909,99.74794313287804,-13.989936383735987,3.104572298039236,5685.27335220139,yes
37,entrepreneur,single,secondary,no,1923,no,no,cellular,31,apr,626,9,383,2,unknown,0.22062333475016338,94.55148525550588,-33.98548115104876,4.347921363631528,4975.769674701247,yes
41,admin.,single,high.school,no,1238,yes,no,unknown,15,nov,175,6,-1,9,other,-0.43143787006682466,95.10245008632712,-46.41544033292519,1.5555745672912755,5314.722590477245,no
57,entrepreneur,married,university.degree,no,-309,no,no,cellular,28,aug,480,5,383,6,unknown,0.12170832082890515,92.49236166021174,-25.738598392830593,4.917061544212145,5275.886520480393,no
26,management,married,tertiary,no,4481,yes,yes,unknown,8,feb,980,3,383,3,unknown,2.2342140217701507,99.9694888459246,-35.783727909506325,0.7005213788823055,5522.441254881552,yes
57,technician,married,primary,yes,121,no,no,telephone,28,nov,602,3,383,7,other,-0.7826354843399645,93.70137493203048,-31.912354223333605,2.7916050168239,4648.0947248910215,yes
32,entrepreneur,single,high.school,yes,1592,no,yes,unknown,16,dec,459,1,-1,5,failure,-0.9462447139326713,98.92099432646789,-1.8966554075229425,2.5040474515621534,5517.420857789904,yes
33,management,single,basic.9y,yes,496,no,no,telephone,3,sep,605,8,383,7,other,0.7684993008816634,91.38804320627924,-44.68093140644762,4.802337974069395,4801.3964044762415,yes
31,technician,single,professional.course,yes,699,yes,no,unknown,10,apr,74,1,-1,8,failure,-0.4494731578939253,90.24784070988083,-28.54577299063238,3.9520660932409064,5460.582473110711,no
41,blue-collar,divorced,secondary,yes,2114,yes,yes,cellular,16,oct,326,7,383,5,other,2.5664976852859223,91.75765908528669,-11.96394047469255,4.696004510971136,5923.876661330268,yes
48,entrepreneur,married,tertiary,yes,4311,no,no,telephone,6,feb,820,5,383,9,failure,1.5446006485651145,95.958251363885,-9.713326610130046,1.553425345527975,5209.57291793403,yes
22,services,married,primary,no,566,no,yes,unknown,19,sep,688,1,-1,3,other,-2.3855755762688826,91.38273553994725,-36.515195884499676,3.8467916210519286,4571.886706675831,yes
42,self-employed,married,tertiary,no,-689,yes,yes,unknown,23,sep,517,5,-1,1,other,-2.991712895410725,97.91038724207117,-37.162483444631796,3.0200312907827085,5604.750428981055,yes
47,self-employed,married,basic.9y,no,1039,yes,yes,unknown,31,may,404,6,383,2,success,-1.205517811953921,94.40332099877837,-38.656716343090764,2.7101307932237884,5814.900944377105,no
38,student,single,basic.9y,no,52,yes,yes,telephone,28,sep,417,5,383,0,success,-1.20206379782215,99.9945304465086,-49.45437450251312,1.448605971513697,4707.128421742306,no
20,services,divorced,high.school,no,2490,no,no,cellular,7,jun,222,2,383,9,unknown,1.9806018192193005,90.43894123320992,-14.240168707453755,3.8752922389805313,4520.377678044481,no
38,self-employed,single,primary,no,2522,no,no,unknown,30,oct,895,9,383,2,unknown,2.6169599873319243,97.1948852466367,-30.71779217958315,0.7361408359600949,5849.234660808115,yes
37,student,married,primary,no,2643,yes,yes,cellular,29,oct,895,1,383,6,success,-2.868549032985732,94.64563287549728,-17.80263824635427,2.5486812579226856,5886.675652725846,no
51,technician,married,basic.9y,no,2187,yes,yes,cellular,1,jun,549,9,383,5,failure,1.8096505314438396,98.9383449400096,-0.7225751104867726,4.20381946024403,4779.738507540326,no
33,management,divorced,basic.9y,yes,2677,no,yes,cellular,6,apr,835,2,-1,8,failure,-2.6225848096827065,90.56866690045909,-14.045689389901838,1.6770938416307666,5332.619729130658,no
30,admin.,single,high.school,no,560,yes,yes,telephone,19,aug,634,7,383,1,unknown,-0.28990164507310245,94.66198421731761,-13.171497402777227,1.31092109811903,4722.193622593715,no
44,entrepreneur,single,professional.course,yes,30,no,no,telephone,22,jan,970,5,-1,8,failure,-2.324886353156038,90.99903946882024,-3.063209735525305,4.253479187452477,5990.942086756724,no
57,student,single,high.school,yes,2139,no,no,cellular,16,mar,706,7,-1,3,other,-1.3719938635028657,96.18068967602717,-3.1641043511046547,0.8944635986925272,5179.084152341406,yes
50,unemployed,married,university.degree,yes,828,no,yes,unknown,4,may,939,7,-1,3,failure,-0.008828604228845904,98.59556516525927,-48.513593208943426,0.8169575900060138,5886.283307713037,no
52,blue-collar,single,basic.9y,yes,4940,no,no,telephone,20,apr,452,9,383,0,success,0.7352762153972066,99.01001293472657,-6.168967654236177,2.177137851236999,4625.0164805987115,no
49,student,divorced,tertiary,no,625,no,yes,telephone,10,nov,339,8,-1,7,other,0.0109533510891211,99.78001261271842,-33.899410127552,4.148343177088879,5384.920258007289,no
28,self-employed,married,high.school,yes,3655,yes,no,unknown,6,jun,982,3,-1,0,failure,2.120114610654987,93.52551567638163,-27.611386470026606,3.4504191508680977,5339.422136701747,yes
56,services,divorced,tertiary,no,-338,yes,no,unknown,4,may,99,2,-1,7,success,-1.214559485850273,98.60283545563539,-5.607858605700905,1.1747131927879852,4725.933392009397,no
36,self-employed,divorced,secondary,yes,1043,yes,yes,telephone,25,jul,268,3,-1,6,unknown,-2.7404353681622196,97.74654330311289,-21.939378609689157,0.8235910944100032,5260.863178702065,yes
59,self-employed,divorced,professional.course,no,3196,yes,no,telephone,6,jun,349,1,-1,7,other,2.1987372247430566,90.32052043906174,-21.459919894354446,1.29800527636322,5614.694182205073,no
53,unemployed,divorced,tertiary,no,-548,no,yes,unknown,27,jan,520,3,-1,0,failure,0.3705104844551377,93.37369148492837,-0.6688465168520139,1.3922588278675554,5725.464083015223,yes
32,services,married,basic.9y,no,4320,yes,no,cellular,16,mar,371,1,-1,5,success,0.19464615899951365,92.52801896480936,-13.264979106164795,3.6533669786624463,5530.081362795983,yes
54,student,married,secondary,no,-36,yes,no,unknown,27,oct,686,2,-1,6,other,2.215097643922954,93.72050872005914,-22.526638614681254,2.1542036003483114,5799.108130780845,yes
20,self-employed,divorced,secondary,no,845,no,yes,cellular,27,mar,642,1,383,8,success,0.585572618919664,97.74245317182034,-40.324558642574196,0.6526032560682176,5957.005721222093,no
25,student,divorced,secondary,no,60,yes,yes,unknown,26,may,111,6,-1,7,unknown,-2.4375071633844625,90.02192567107024,-1.1745095342384815,2.7023864536956483,5253.140105195391,no
41,management,divorced,basic.9y,no,4321,no,no,unknown,2,may,116,7,383,1,other,1.9058892642003737,99.8618262677707,-32.59586724187817,1.5181335718194804,5006.970480467884,yes
39,self-employed,divorced,university.degree,yes,2386,yes,yes,cellular,9,apr,746,5,383,9,unknown,-0.7047257746177285,98.40092479410349,-11.873638694937569,2.6269510731433456,5384.774651404572,no
44,entrepreneur,single,professional.course,no,-91,yes,yes,cellular,25,jan,913,1,-1,3,success,-1.543097620985833,94.26789807028298,-37.15209300721861,2.7272493553672326,4640.088958530323,yes
57,services,divorced,high.school,yes,3795,yes,no,telephone,21,oct,833,4,383,3,other,2.38145593046886,99.77276306759117,-9.888090120226884,1.4436979445574156,4533.137709235064,yes
24,student,single,basic.9y,yes,783,yes,no,cellular,29,jul,490,8,383,0,other,-0.27871495766708687,93.38447450584631,-22.7946099573581,3.0803368154413735,4554.674081332647,yes
52,services,divorced,tertiary,yes,3649,no,yes,telephone,9,feb,675,8,-1,3,other,-1.1624565883908424,96.78618023361098,-15.275657349449418,3.614787431965712,4676.447093254926,yes
45,self-employed,divorced,university.degree,no,4451,yes,yes,unknown,12,nov,330,1,383,8,unknown,-1.7126217070853997,92.95277561573862,-4.8455194559483985,1.6771411857442966,5220.096556909868,yes
42,unemployed,divorced,university.degree,no,448,no,yes,unknown,10,nov,264,7,383,0,success,2.754541610505987,92.03270678127538,-1.336784124030359,3.3524023110659753,4581.0270092162655,no
29,unemployed,divorced,professional.course,yes,-845,no,yes,cellular,23,feb,892,6,383,9,unknown,1.1953744364282173,93.26083578306653,-36.96108194701426,3.790036158181737,4849.10675057841,no
55,management,married,university.degree,no,2158,no,no,unknown,8,mar,594,1,-1,8,unknown,2.484491397095703,98.38467014425589,-22.843614690168877,3.5428933589544513,4713.152475129522,yes
27,services,married,high.school,yes,-981,yes,yes,unknown,18,oct,236,8,-1,8,unknown,2.98329704479368,93.61007866718683,-23.754463924087403,2.1548750993167722,5053.895129175539,no
31,self-employed,divorced,primary,no,1498,yes,no,telephone,7,mar,423,1,383,5,unknown,-0.7673564908676154,94.30446622897838,-19.083658321200097,1.4119358643040534,5319.682086115061,no
49,student,married,high.school,yes,589,yes,no,telephone,25,feb,511,3,-1,4,success,2.8356342710618243,91.87528700721964,-18.63001861131575,1.6661157549866719,4920.764450067093,no
42,technician,divorced,high.school,no,2848,no,yes,unknown,8,dec,621,2,-1,2,unknown,2.5754016455412287,99.12690719399372,-9.035536210921748,3.0605856218965837,5898.764003883013,yes
32,entrepreneur,single,university.degree,yes,2385,yes,yes,cellular,10,sep,587,4,383,3,other,2.875689616408634,90.50637996122524,-40.860328632083686,0.9264686315787638,4895.890871163888,no
36,management,single,university.degree,yes,790,no,no,cellular,8,jan,791,7,383,8,other,-1.527351708082321,96.84369512147529,-11.661754909947447,2.0104920506998534,5774.337239685658,yes
34,admin.,single,secondary,no,3889,yes,no,unknown,1,aug,576,4,383,5,failure,0.4855866283777912,91.10914993835713,-20.075900435336575,1.8729660894494664,5533.892595056437,yes
53,unemployed,divorced,professional.course,no,3633,yes,yes,unknown,27,may,138,5,-1,9,failure,2.887117257039783,91.48191775381783,-27.044247211172838,3.7745129444113075,4872.691877372177,no
52,technician,single,high.school,yes,3974,yes,no,telephone,7,jul,742,9,-1,7,failure,2.00349339707334,91.71097829823248,-46.791352427359946,3.752713210466001,5590.763438564756,no
45,admin.,divorced,primary,no,1440,no,no,telephone,23,feb,552,2,-1,5,other,1.1846527294425524,98.59164059416936,-30.047545981695638,2.8346763578303618,5661.817751634777,yes
49,technician,divorced,high.school,yes,-810,no,no,cellular,23,may,888,5,-1,3,failure,2.6835056773963126,95.99304417207951,-42.577719092204916,4.900258920991631,5646.486800299436,no
38,admin.,divorced,tertiary,yes,988,yes,no,telephone,29,mar,453,5,383,8,failure,0.9695222963762125,90.60498342949035,-13.554020074558146,0.6566936555213014,5401.062115222164,no
46,services,single,high.school,no,1600,no,yes,unknown,20,sep,708,4,383,1,success,1.465124276018523,95.74916336909438,-16.980212943341627,1.0559229971746809,5707.6118883414465,yes
54,blue-collar,married,basic.9y,no,324,yes,no,unknown,23,oct,992,3,-1,1,success,1.2090562220724834,94.51790726212647,-46.78436865983293,0.6478434157856552,4762.817830958577,no
39,admin.,divorced,primary,yes,-88,yes,yes,cellular,4,apr,105,1,-1,0,unknown,-2.580076764152285,90.06405841482871,-20.16217732825264,4.206178278655145,4899.856515444504,yes
53,services,divorced,professional.course,yes,2704,yes,no,unknown,4,jan,683,9,383,9,success,-1.657957974687037,91.01013775451862,-17.398923056210563,3.0884975473607157,5463.358085474625,no
38,admin.,divorced,secondary,yes,928,no,yes,cellular,12,sep,702,7,383,1,failure,1.2560055367599263,94.04575861561284,-45.01583436122462,1.2455512517640646,5445.041943438731,no
41,services,married,basic.9y,yes,1312,yes,no,telephone,9,aug,651,4,-1,5,success,-1.537256174680561,97.24077192331909,-10.49749693441305,0.6777998845618052,5410.115711167385,yes
38,self-employed,single,high.school,no,4085,yes,no,cellular,8,mar,329,1,383,8,other,1.263213627701731,96.75380660524532,-5.356395739826262,1.9972275513881577,5501.0251060393575,no
59,admin.,single,basic.9y,yes,-895,no,no,cellular,5,may,256,1,383,0,failure,0.8733180594020009,96.26334767517476,-0.1485078955991952,2.290382024650328,5457.5552779852305,yes
52,technician,single,primary,no,-574,no,no,unknown,1,jan,508,6,383,0,success,2.1471947246285357,94.88499497796126,-37.169172912123656,4.054382554093712,5588.854470384726,no
42,admin.,single,high.school,yes,3217,no,no,telephone,4,jan,888,1,383,1,unknown,-0.473034561985167,97.70589925374219,-39.793833104784675,2.647479988641712,4834.6478153684375,no
54,admin.,married,university.degree,yes,3488,no,no,cellular,4,aug,573,9,383,2,other,0.893371477196923,96.91090097377584,-27.866854703827844,4.990560941945338,5804.015861513717,yes
33,services,divorced,tertiary,no,1154,yes,yes,telephone,10,jan,18,1,-1,1,failure,-2.5676601231149467,98.83289626354039,-38.33183274405891,0.9984985006240785,4710.089279881369,no
31,student,single,high.school,yes,767,no,yes,telephone,8,jul,233,3,383,3,success,-0.11583017943697982,92.4997005813895,-36.67482080076772,2.3514808331107933,4899.886595869334,yes
50,blue-collar,single,primary,yes,1597,yes,yes,unknown,27,nov,221,3,383,3,other,2.6278679850605258,92.07359974346234,-39.72416165802136,1.544079803257032,4608.447570927289,no
30,services,married,tertiary,yes,2362,no,no,cellular,28,mar,204,7,-1,3,unknown,-0.2097139078587209,93.65312235916778,-30.533513647821824,4.029030049563754,5843.215581826186,yes
37,entrepreneur,divorced,secondary,yes,4478,no,no,unknown,26,dec,993,4,-1,7,success,-1.361561661481081,94.58541380068021,-43.54430497252407,0.9814960283972878,5597.216191338227,yes
21,technician,single,primary,no,3665,no,no,unknown,26,jun,269,9,-1,5,other,0.4373350667934943,93.11684845077903,-14.447898076889345,2.2032847750545974,5438.595791482894,yes
22,student,married,professional.course,no,3984,yes,no,cellular,28,jun,102,2,383,9,success,2.0234442351898716,90.03133393149113,-42.89852352774266,0.8836024780938108,5651.374665877485,yes
51,entrepreneur,single,primary,yes,1449,no,yes,cellular,3,oct,285,1,-1,2,success,1.3370313972922725,92.74511755025277,-7.010052773526496,0.6963738357657709,4521.813215936169,no
55,management,single,primary,no,3356,yes,yes,unknown,7,dec,88,7,-1,7,success,-0.8296224664979386,95.66412455615468,-0.4018552386205485,0.9843376628331185,4963.901547423772,no
36,technician,single,university.degree,no,932,yes,no,telephone,7,sep,332,3,-1,2,success,2.4029417222038827,90.97564156235933,-13.790138627019921,2.2181498777539628,5429.0873928629135,yes
52,technician,single,professional.course,yes,2064,no,yes,cellular,27,may,836,7,383,0,unknown,-1.2136826801613543,93.96617737497583,-41.50187108043788,0.5273109291308418,4543.462779925046,no
52,unemployed,single,university.degree,yes,4116,no,no,unknown,4,feb,949,1,-1,1,unknown,0.06546323503434603,90.35211814115752,-2.3874563759914977,2.078291661093531,4976.967526825127,no
56,unemployed,married,tertiary,yes,4933,no,yes,telephone,15,dec,140,5,-1,9,success,-2.5749917204506487,99.60569213002603,-17.348291054177892,3.005335810398689,5403.268190612851,yes
44,student,divorced,university.degree,yes,-5,no,no,telephone,10,nov,848,8,-1,9,failure,1.2792660419704873,96.87578511628723,-44.66576924681037,2.1491084325112975,4906.517078740085,yes
51,self-employed,married,university.degree,yes,-148,yes,no,telephone,15,jul,668,4,-1,9,other,1.845601751167571,97.26918112462356,-14.754107757418112,4.447451516193645,5475.991244902521,yes
26,student,married,basic.9y,yes,2335,yes,no,cellular,31,aug,451,2,-1,9,failure,2.9900402794772676,98.94804319931791,-45.97091914964524,0.5327482978310354,5122.578498866858,yes
52,entrepreneur,married,basic.9y,no,2487,yes,no,telephone,14,feb,144,6,-1,3,failure,-1.7392370399902433,95.13620504194871,-22.514137727746153,1.2843329210730379,5723.5686718399365,no
23,entrepreneur,married,primary,yes,-691,yes,yes,unknown,6,jul,662,9,383,8,other,0.13090624479481505,90.6191462231142,-34.115937209273376,2.9651204528915347,5334.154673649682,no
29,management,married,secondary,no,-370,yes,yes,unknown,27,apr,370,9,-1,2,other,0.0020705591953302793,93.80111700090507,-15.689838833797332,4.824321828576203,5934.473443809175,no
49,services,divorced,basic.9y,no,299,yes,yes,unknown,29,dec,364,5,-1,2,unknown,2.4779093641027936,92.98908719571078,-29.027053493174225,4.604328851405345,4598.695130378448,yes
34,self-employed,single,secondary,yes,3749,yes,yes,unknown,22,mar,854,1,-1,0,failure,-1.5830524999959141,97.16004289888295,-32.9442653837068,0.8968408560822625,5761.68396587156,no
28,technician,single,tertiary,no,2602,yes,yes,telephone,16,oct,214,8,383,7,success,0.572660202593295,92.49821171498901,-47.09184411531682,0.9189297898007622,5723.953582823091,yes
36,services,divorced,tertiary,yes,3838,no,no,telephone,7,dec,402,9,-1,9,failure,-2.8116935036979345,98.13929325381596,-25.639997695316797,2.1780722118789417,4992.709758966785,no
46,management,divorced,basic.9y,no,3280,no,yes,unknown,15,may,647,5,-1,7,other,1.0822096117813755,98.18329237356889,-48.93730300766329,2.2073875183294147,5640.351185173855,no
38,technician,married,high.school,no,1380,no,no,cellular,9,jul,214,1,383,6,unknown,0.48722578936290084,93.71234809454945,-12.290614154305835,4.1515878637294765,5698.9175810347915,yes
58,self-employed,divorced,tertiary,no,2051,no,no,unknown,19,mar,27,5,383,1,other,2.463077195024537,92.10800431317995,-10.543303460330186,3.3167373354041794,4959.959190853322,no
45,technician,married,high.school,yes,-625,yes,yes,unknown,22,nov,988,7,-1,1,other,-1.795614429044969,94.4836809585703,-25.677989902533692,1.9642953252498212,4769.162513921372,yes
46,technician,single,primary,yes,2150,no,yes,cellular,9,oct,42,1,383,6,failure,-0.9952052603325199,94.0218061095572,-32.18364934111185,2.5694706033755663,5035.771023942014,no
53,unemployed,single,primary,yes,1693,no,yes,telephone,6,dec,344,2,383,8,other,2.096957080769071,96.14181139224344,-40.516978853021726,4.675725348224932,5495.502398103589,yes
27,services,divorced,university.degree,no,1745,no,yes,unknown,1,feb,989,8,-1,1,success,-2.203296949796406,96.99137453188763,-34.967954667780106,2.0143165843463096,5213.194978846712,no
43,student,married,basic.9y,no,-761,no,yes,unknown,1,aug,941,4,383,8,success,-2.1436633076531244,93.20971327931224,-34.73403333394475,4.820676537907567,4552.880760946886,no
54,admin.,single,high.school,no,2598,no,no,unknown,20,may,9,6,-1,8,success,-1.3805432103574153,97.66787859153393,-30.12770929788407,3.098953332370219,5446.672916705151,no
57,unemployed,divorced,professional.course,no,1343,no,no,telephone,6,sep,829,8,383,0,unknown,-2.0273491924800986,91.14912376385247,-20.240070493129664,2.736885479371124,5322.101865775487,no
43,technician,divorced,professional.course,yes,2088,no,no,telephone,20,sep,53,3,-1,6,failure,1.8915643154683295,94.66212303190672,-21.78222881983909,3.8097834554566816,5771.9439587411,no
34,student,divorced,tertiary,no,2999,yes,yes,unknown,15,aug,853,6,-1,9,success,-2.5366308337929833,99.87828325279517,-21.13517168282858,4.840291131982048,4861.196079138804,yes
45,management,married,professional.course,no,3223,yes,yes,unknown,23,feb,924,2,383,6,success,1.2391362706607216,95.40512434492098,-49.21006841290773,3.4679856073869355,5689.912254213613,no
42,student,married,university.degree,yes,2576,yes,no,unknown,5,mar,932,7,383,5,failure,2.8838922769382718,95.59914621755311,-7.648050605367814,4.620236745866105,4966.794675345224,no
53,entrepreneur,single,high.school,yes,-771,no,yes,unknown,20,dec,929,8,-1,5,other,1.263713528547953,98.91897215641288,-33.35835047446382,1.0920992997817751,5431.105268013607,no
29,entrepreneur,single,professional.course,no,-890,no,yes,unknown,9,dec,40,1,383,7,other,2.3506225523901305,97.98919461922016,-26.41107778784117,2.991125636237766,5217.304193879885,yes
31,student,divorced,tertiary,no,4287,no,no,unknown,11,oct,710,7,-1,1,failure,1.4006390889272708,93.52633010181343,-30.63415881701989,3.7096448748354987,4523.0838581931175,yes
26,management,divorced,basic.9y,yes,904,no,no,cellular,18,may,551,8,-1,6,unknown,-1.0062585992882709,97.3467549033943,-16.182512772554112,2.528188407561042,5518.797965060476,no
45,admin.,married,professional.course,no,1821,no,no,unknown,18,mar,994,4,-1,0,failure,-2.1358626393958193,90.56336224748617,-8.790851775943274,4.995869336394021,5086.937649073354,no
43,student,divorced,basic.9y,no,355,yes,yes,telephone,19,apr,333,1,383,8,unknown,-2.6016556215541837,96.11878440973238,-26.543629706204364,0.6188143978556802,4976.1455317368445,yes
38,entrepreneur,divorced,university.degree,yes,4410,yes,yes,cellular,14,jun,910,6,-1,2,other,-2.3055064196768726,99.3052050972129,-45.413230829181444,2.602151381461081,5255.337968673383,no
42,unemployed,divorced,professional.course,no,-435,no,no,cellular,25,apr,719,9,-1,6,failure,1.5645313498231168,98.20720716695028,-7.483193256501828,4.680272797423672,5366.258172568998,no
33,blue-collar,married,tertiary,no,507,yes,no,unknown,25,jan,344,3,383,1,unknown,-0.09118101771191522,99.643926709414,-18.24178765510629,1.3292289864721991,5331.325057173717,no
48,self-employed,married,tertiary,yes,1391,no,no,unknown,12,may,391,2,-1,9,failure,-2.499226973851513,98.43187076737865,-27.038548119536,4.819766974405812,5345.455618153542,no
57,self-employed,single,professional.course,no,3538,yes,no,unknown,15,sep,165,6,-1,4,success,2.853895626731558,95.00674860032369,-45.986916825104565,0.7765662607379523,5337.968770486913,yes
45,technician,married,professional.course,no,1443,yes,no,unknown,6,feb,328,2,-1,9,other,-1.8241525958001075,99.56379493602176,-43.12949984840021,2.1277501771561664,4781.33844203503,yes
45,unemployed,married,basic.9y,no,-60,yes,no,unknown,8,aug,788,6,383,7,failure,2.730132352076221,95.10880190602334,-47.19925420932879,0.7800625879910107,5750.71239913999,yes
55,services,divorced,primary,yes,4219,no,no,telephone,30,oct,169,6,-1,4,success,0.49233329542849447,92.41313438963954,-43.054682906273875,4.416035132690357,4631.606974502932,no
35,entrepreneur,married,professional.course,no,1081,no,no,cellular,9,dec,234,9,383,0,other,-2.7997125245621715,96.65717462192211,-36.81752293023884,2.2795706449521598,4769.235504054399,no
57,self-employed,married,basic.9y,yes,2873,yes,yes,cellular,5,jan,300,7,-1,2,other,-1.424200584990505,93.62768154057287,-38.947919702048765,2.978643757694704,5509.925611006251,yes
58,unemployed,divorced,secondary,yes,4952,yes,yes,unknown,14,apr,970,1,383,7,unknown,-2.384181923364757,93.22233480486082,-8.782524070782635,3.7570690310820596,4681.402662837383,no
32,technician,single,secondary,yes,1699,yes,yes,unknown,15,nov,197,2,-1,1,failure,0.7747796073031914,97.7606391901633,-17.011113777825237,4.6844919734963435,5487.971090821553,yes
26,student,single,professional.course,no,-353,yes,no,unknown,3,may,810,9,-1,4,unknown,1.4188458037068727,93.66455781739641,-44.96567806028263,3.512855543418461,4972.793065452597,no
